Area,Building_Type,Construction_Year,Number_of_Floors,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Indoor_Air_Quality,Smart_Devices_Count,Green_Certified,Maintenance_Resolution_Time,Last_Inspection_Date,Maintenance_Priority,Energy_Per_SqM,Number_of_Residents,Electricity_Bill
Yelahanka,Residential,1980,2,131.2153093,1500,15.94497267,97.79732197,8.855540184,2,0,10.66798211,08-08-2023,High,213.9225931,326,13157.13545
Yelahanka,Commercial,1986,5,82.07794776,200,44.35579239,89.03733626,10.49802991,2,0,7.716824652,04-06-2024,Medium,159.5549534,404,22719.38581
Koramangala,Residential,2019,11,250,274.2712183,19.91342513,80.9907587,4.801753984,1,0,5.251821024,21-06-2023,High,152.3218274,20,19665.90386
Indiranagar,Commercial,1976,6,250,200,42.46744088,92.53657281,13.77186603,7,0,7.133218273,01-01-2024,Low,82.00719295,174,17270.17548
Indiranagar,Institutional,2006,1,62.74092078,427.6208616,39.6680255,73.76009472,75.41798519,9,0,10.08880652,17-11-2021,Low,187.3126783,283,23584.22965
Hebbal,Commercial,2013,12,50,598.4753479,53.6057658,79.52783285,99.30607997,5,0,5.201512204,12-07-2023,High,182.2742091,26,9808.846348
Jayanagar,Residential,2016,11,71.63097122,1381.610694,18.25538095,96.44666012,36.14725617,6,1,5.207839913,18-01-2024,Medium,258.1627362,160,18879.48774
Whitefield,Institutional,1977,9,133.8476625,1053.106326,25.15908929,66.10641486,42.38048853,7,0,6.66876096,03-06-2024,Medium,134.6110883,10,17736.25222
HSR Layout,Institutional,1984,13,50,970.0306153,15.27587287,60.50282928,1.992006564,3,0,5.749664078,04-06-2022,Low,160.9575164,82,13847.73549
Whitefield,Commercial,2017,12,146.7843368,434.4433714,9.186901064,66.11525948,4.310145608,6,0,19.84323562,08-11-2021,Low,162.4691842,256,13870.06325
BTM Layout,Industrial,2002,10,78.99540589,1500,58.40392095,80.80018372,17.86941753,6,0,8.36741475,27-08-2021,Medium,228.872664,105,19615.89153
Malleshwaram,Residential,1970,12,120.460105,637.309844,30.51488265,76.40386244,47.10238396,3,0,6.195312988,02-03-2023,High,145.2352234,140,19249.44323
Hebbal,Residential,1972,10,85.93880926,1500,14.24128834,80.93920204,80.72092712,6,0,10.01815114,29-04-2024,Low,163.9510763,202,7888.699089
Hebbal,Industrial,1970,4,52.31999629,1005.510377,13.45735761,74.95532311,55.73263586,1,1,6.695628415,19-07-2022,Medium,180.3948255,344,24082.10286
Hebbal,Residential,1985,11,250,200,23.50667502,85.0930899,29.86744242,1,0,5.483654826,13-05-2023,Medium,159.3304562,24,20713.79349
HSR Layout,Industrial,1972,6,216.3381756,1127.559945,52.70853456,80.31162111,7.555843212,11,0,5.944667074,15-03-2024,Medium,127.6783193,373,13592.30695
BTM Layout,Industrial,2000,9,50,393.1966969,57.01566765,90.92811888,91.05891766,4,0,9.093152578,12-07-2024,High,159.7044996,435,11043.75235
Malleshwaram,Institutional,1993,9,250,1159.404864,63.87615582,92.99422741,27.13322252,3,0,5.179152859,07-06-2023,Medium,203.6815875,422,20552.22972
Banashankari,Institutional,1994,12,100.2480494,200,50.01149632,78.3174637,79.92064782,3,1,6.119705602,05-11-2021,Low,98.67423503,46,17482.00498
Banashankari,Commercial,1979,12,250,200,27.47002941,59.87584842,43.16686266,12,0,5.809739224,26-02-2024,High,156.6484837,217,18582.03696
Jayanagar,Institutional,1981,10,241.3071681,1500,58.16977121,91.29874826,80.51645372,1,1,5.777273112,23-12-2021,Low,114.9939593,392,17854.27282
Hebbal,Industrial,1972,2,83.06349289,257.7085433,41.97703738,79.24290317,100,10,0,9.662401927,05-04-2024,High,209.7523314,55,21072.73721
Malleshwaram,Commercial,2005,7,50,1500,49.41974032,53.99629825,100,3,0,12.90597644,30-07-2022,Medium,73.84065476,78,19279.68229
Jayanagar,Residential,2021,11,50,327.4991394,50.07297368,94.4235884,45.95685205,6,0,10.21105166,09-04-2022,Medium,122.0539076,491,12330.61392
Hebbal,Industrial,2015,12,117.0131634,1029.688768,15.90736422,80.62166681,42.98597586,10,0,9.132564678,14-07-2022,High,168.8605938,159,12037.70562
Hebbal,Commercial,2017,4,150.5545998,1184.662368,50.26500466,94.49125512,18.5284973,2,1,17.87463916,10-04-2024,Medium,228.2762015,344,16779.75607
Koramangala,Institutional,2011,8,50,718.7824813,71.5690088,82.48835039,100,1,0,5.202580073,10-02-2023,Low,146.7124869,272,26448.73192
Hebbal,Industrial,1996,6,50,364.2905502,14.82465336,38.93665992,36.74040904,7,0,5.63005826,20-08-2021,Medium,122.2400237,148,14251.06891
Whitefield,Commercial,1984,11,250,239.0752602,15.53913277,59.48849248,8.189832157,7,1,6.952754662,16-05-2024,High,244.0578535,38,16815.61008
HSR Layout,Residential,1990,11,250,200,39.81758074,83.86962372,34.01254067,2,0,6.680217622,16-03-2024,Low,77.59930498,111,19472.97433
Yelahanka,Industrial,1985,11,111.884182,362.3286119,9.116480091,76.30407305,8.15284331,3,0,6.977656147,24-11-2022,Low,50,15,12903.9483
HSR Layout,Industrial,1996,7,50,1058.899746,47.0345886,89.53444969,41.89340468,2,0,5.801302511,01-03-2024,High,172.0007225,78,18987.42058
Jayanagar,Commercial,2016,3,50,1500,19.12974499,80.76702082,49.43301956,10,0,5.554616511,23-05-2023,Low,124.8972888,76,15069.89312
Yelahanka,Commercial,1990,9,50,1500,48.28685816,81.24727883,32.96966806,3,0,7.677389203,09-09-2021,Low,98.93835914,418,21249.48251
Whitefield,Institutional,1987,10,250,1452.711025,36.23025769,96.37191729,5.947769901,6,0,19.04334081,22-01-2024,High,185.4178224,328,10277.06155
Indiranagar,Institutional,2022,1,50,1500,23.58029964,68.02885138,100,2,1,6.803882274,13-01-2024,Low,162.1900357,275,26569.43637
HSR Layout,Industrial,1974,1,128.8861003,1093.579684,52.66758281,59.27227049,100,7,0,5.148833504,22-04-2023,Medium,121.7960685,494,13437.54326
Indiranagar,Residential,2006,11,50,301.4928133,28.48179138,92.31869034,100,5,1,10.04180586,15-08-2021,Medium,85.98478007,197,17607.32682
BTM Layout,Institutional,1993,3,121.1753273,1500,54.92292753,66.02011836,36.56615764,3,0,6.215173838,10-06-2022,High,193.6228664,376,15024.4062
Whitefield,Residential,1977,9,158.0832951,1110.884217,29.12794847,40.65484754,100,2,0,5.982534278,16-07-2023,Low,182.5100589,219,9606.740038
Indiranagar,Commercial,2002,8,250,821.9824879,28.93045964,76.82163936,53.14501671,5,0,6.395665581,09-07-2023,Low,145.0412068,63,19166.27816
Koramangala,Commercial,2013,8,50,200,19.43172577,77.21603961,17.95990638,9,1,10.35560429,26-08-2021,Medium,242.3318498,361,13678.43854
Malleshwaram,Institutional,1973,3,50,592.4977234,25.68018286,91.92779679,10.62980895,6,0,12.67242274,17-03-2023,Medium,96.49576168,461,17628.59903
Banashankari,Industrial,1981,2,50,616.8498248,28.4957786,69.47620015,33.85581676,2,0,8.439629502,07-08-2023,High,73.72374145,32,10974.34006
Hebbal,Commercial,1984,13,250,1500,51.39189438,44.64841188,11.83844408,9,0,6.385681403,10-04-2022,Medium,115.4045965,479,13700.91733
Banashankari,Residential,2021,8,250,791.086899,15.18865372,97.56588598,100,8,1,6.319241864,04-01-2024,High,147.7206992,233,13527.75276
Jayanagar,Industrial,2003,6,136.4766465,478.6820564,12.91635194,56.974176,4.035197127,3,1,5.452405837,05-08-2022,Low,162.1669725,110,17753.07482
Koramangala,Institutional,1972,4,137.6375578,1500,15.37297072,88.06167507,46.549018,3,0,19.65814093,11-01-2022,Medium,137.9381971,165,16539.21916
HSR Layout,Commercial,1995,6,164.0601344,200,38.48094844,93.79791248,48.13205343,13,0,9.033076733,17-03-2022,Low,167.6027698,194,14117.03153
Jayanagar,Institutional,1974,5,50,549.1306987,30.21018312,84.23713431,28.60624854,3,0,5.09156706,07-01-2024,Medium,87.42302879,7,13150.27911
Jayanagar,Industrial,1999,1,250,200,34.37381086,83.38014476,67.76945572,6,1,9.361013097,01-09-2023,Medium,222.1882302,432,16574.55066
Banashankari,Industrial,1988,9,81.39144515,1346.70495,62.03944682,89.83789799,12.99935196,8,0,7.184240384,04-08-2023,Low,145.8924411,139,15988.57687
Whitefield,Industrial,2019,4,72.4666199,1500,16.09657229,77.58230182,100,10,0,28.15338562,08-05-2022,Low,205.8647916,459,15644.61656
Yelahanka,Residential,1989,9,109.7575399,328.5559149,35.89493854,95.49120474,32.33100536,7,1,12.68054028,09-10-2021,Medium,167.1362673,343,24846.70168
HSR Layout,Industrial,1990,11,50,1500,46.08863983,96.18253654,71.59024815,6,0,5.64642108,16-09-2022,High,172.837661,287,17759.6817
Jayanagar,Industrial,1975,7,50,345.6194679,37.33895124,80.26081436,100,4,0,10.28755801,19-09-2023,Medium,178.488364,428,24620.1675
Yelahanka,Commercial,2005,7,200.9308636,1500,10.31882194,97.31942299,100,1,0,7.480254634,10-08-2021,Medium,172.385428,301,14652.47025
Hebbal,Residential,1999,4,50,1402.268892,49.07772546,85.97986163,100,2,0,5.714646822,12-02-2022,Medium,182.136138,456,14757.9337
Yelahanka,Residential,1970,2,138.6303328,1500,37.3517718,70.70265739,74.98256697,3,0,9.917159437,17-08-2022,Low,216.4576265,56,12472.89982
HSR Layout,Institutional,1993,8,50,200,15.24740212,74.33235169,39.33325236,8,0,8.024403546,01-11-2022,Low,159.8260585,160,16509.53686
Malleshwaram,Industrial,1982,8,73.97133854,1500,55.66001527,73.02024055,55.9661719,4,0,5.103346116,13-10-2022,Medium,185.4501879,496,13371.68389
Whitefield,Commercial,1988,13,51.09782879,1297.079052,9.593915243,93.37195483,100,2,0,9.144020674,08-07-2022,Low,145.5132153,149,12659.21163
BTM Layout,Institutional,2006,10,65.93227166,363.4853614,6.789288439,74.75215934,100,3,0,8.992562591,16-04-2022,Low,222.0058608,287,5498.495828
HSR Layout,Industrial,2020,8,190.434598,1500,29.24061434,84.6411584,8.765720951,3,1,5.532298232,10-03-2022,High,116.1803849,257,22329.22579
Yelahanka,Residential,1989,2,52.88573094,330.6190776,24.09120072,42.88795195,38.87194552,9,0,6.538170209,15-10-2022,High,240.0470216,461,13083.67656
Indiranagar,Industrial,2017,8,125.3465296,1500,23.09851887,86.97535764,100,3,0,8.416252708,03-04-2023,Low,147.9921025,139,22374.85716
Jayanagar,Industrial,2009,8,96.953968,200,43.36188401,85.11840529,45.20167633,2,0,5.510639429,27-05-2023,Low,78.46124489,349,14518.76227
Indiranagar,Commercial,1985,6,163.4498885,1216.3355,36.0567269,63.38213645,32.30465022,3,0,13.93602108,01-07-2022,Low,156.4052207,324,18222.92447
Whitefield,Commercial,1999,2,250,778.048371,32.65029978,89.65504044,42.39016943,2,1,5.093335738,06-03-2023,High,115.9474171,292,15371.49481
Koramangala,Commercial,1993,8,197.8357907,200,4.526785104,82.44324218,73.8742407,8,0,5.368349198,01-08-2022,Low,192.0321774,335,17073.50257
Indiranagar,Institutional,2007,12,50,276.9318349,47.89420464,83.89747223,100,6,0,5.419976881,24-01-2022,Medium,117.368801,187,9954.819182
Jayanagar,Commercial,2001,11,50,200,33.65169039,70.40768251,54.33834742,3,1,7.844549013,03-02-2022,High,127.6908283,323,20911.75066
Hebbal,Institutional,2019,1,50,632.5563767,35.73496811,80.21732161,18.70547354,4,0,8.807516633,17-05-2022,Low,55.52296345,184,13165.79841
Hebbal,Industrial,2019,2,135.6090978,358.4840948,2.304693,47.2480111,14.21983377,4,0,6.881053955,07-08-2024,Low,127.384684,307,19628.38318
Jayanagar,Institutional,1982,7,50,912.1928504,64.83267488,61.04197017,3.461811883,6,1,6.202345922,29-05-2024,Medium,50,413,7696.648087
Banashankari,Institutional,2016,7,102.8858934,352.7367199,22.05080051,96.6503197,65.46368449,1,0,12.37385902,03-01-2023,Medium,70.80485883,469,11227.45427
Whitefield,Commercial,2004,1,136.264326,356.5593956,5.945457639,61.20859636,62.9214275,9,0,5.238565753,05-07-2024,Low,188.0207328,386,16858.9105
Banashankari,Commercial,2018,9,61.02478169,1359.431223,62.7006141,70.65508103,18.37659641,5,0,6.158723815,12-09-2021,Low,189.2900079,262,14181.83502
Jayanagar,Residential,2020,9,221.0474939,200,16.45051589,91.99888128,95.08192857,7,1,5.133892257,05-11-2023,Low,171.2728781,415,17284.31628
Malleshwaram,Institutional,1985,1,50,1500,54.78308408,80.44468938,100,1,0,5.046733882,28-11-2022,Medium,101.6511928,310,16037.91806
Jayanagar,Industrial,1979,2,50,1500,36.89733766,90.71723636,23.99097547,3,0,6.56423558,25-07-2024,Low,147.6144322,344,24139.71736
BTM Layout,Residential,1970,13,195.3971115,1102.03218,35.13515407,97.5622886,33.73972647,8,1,5.749039666,01-12-2022,Low,149.819873,424,17701.72457
BTM Layout,Residential,1996,10,102.625534,899.4866401,21.01846706,81.65510758,100,4,0,6.097760415,11-05-2023,Low,92.08176554,145,12836.59751
Banashankari,Residential,1971,10,174.9063984,1500,43.57795624,64.05957511,37.50619758,6,0,12.74215055,26-05-2023,High,225.1699151,261,13033.8182
Banashankari,Commercial,1984,11,85.59359987,204.9723761,19.38735648,73.82796358,100,7,0,5.610961486,02-11-2022,Low,193.8681145,2,21020.6387
Whitefield,Commercial,2004,5,50,200,10.5955026,53.24162866,48.22437122,8,0,11.57089944,24-06-2024,High,138.9517913,314,7358.292089
Hebbal,Commercial,1992,9,250,273.79254,22.92916127,85.69700945,100,4,0,9.545481328,20-01-2023,Medium,151.3442919,12,17795.97495
Koramangala,Industrial,2010,9,240.9782346,1500,42.78170514,71.27358933,100,4,1,6.407988939,25-09-2021,Medium,160.4191404,261,9421.098216
Malleshwaram,Institutional,2023,4,177.967323,200,29.10197812,85.03477656,88.15085729,8,0,8.016438171,26-09-2023,High,50,362,20546.13768
Electronic City,Residential,2014,11,50,874.2059392,22.43050006,42.11329427,100,2,0,7.164339511,27-01-2024,High,137.6411309,444,12838.83574
Hebbal,Commercial,1970,11,133.824132,1500,24.85690988,75.7876446,100,7,0,5.468717523,22-05-2024,High,115.9007876,169,17631.18001
Jayanagar,Institutional,1991,8,67.17149634,1500,57.48956829,90.82214148,69.39686842,4,0,17.08654471,08-01-2022,Low,99.91899951,148,15185.96639
Koramangala,Residential,1970,6,50,736.985572,14.51289955,97.70220189,21.68895951,6,0,8.244898138,10-08-2022,Low,135.9449854,200,8066.521129
Whitefield,Institutional,2018,6,250,200,36.58319881,78.77404864,40.68345333,10,0,15.28754329,23-09-2023,Medium,239.8843263,385,18201.59978
HSR Layout,Residential,2012,1,50,1500,57.16405725,85.60873351,100,7,0,12.83828708,29-10-2023,Medium,182.0421431,312,11395.66875
Yelahanka,Institutional,1994,4,250,913.7402575,42.79256673,93.30693526,84.18796472,3,1,5.281002616,12-02-2023,Medium,121.4410505,70,19009.25241
Hebbal,Commercial,2017,8,88.59015192,200,4.143952633,63.62178554,15.6615667,11,0,5.805006281,18-07-2022,Medium,178.6291391,312,9990.000909
Hebbal,Institutional,2016,6,50,200,11.45725922,81.95861812,4.207914121,1,0,5.537126145,15-03-2023,High,219.9677718,54,16210.32811
Koramangala,Institutional,1989,9,117.1004769,1500,34.27972121,90.48055515,91.89858851,2,0,13.07933159,18-04-2023,Low,196.2316841,395,15195.32255
Yelahanka,Residential,1976,13,250,1106.242111,32.54792376,91.05699591,23.12974457,1,1,14.37207989,02-03-2023,High,152.9815185,259,11987.08093
Jayanagar,Institutional,1983,10,197.6411669,1500,11.30613799,64.00840615,55.39903083,9,1,7.843318793,01-12-2022,Medium,117.6531611,351,21898.75032
Hebbal,Industrial,2003,10,246.4190739,1500,10.98506979,65.85953743,100,2,0,5.373518929,01-02-2024,Medium,184.9111657,28,15167.71047
Koramangala,Residential,1985,8,161.2856573,848.1003371,60.34842343,83.34921778,66.1647887,10,0,5.497789589,12-05-2022,Medium,169.6742693,367,12891.72616
Indiranagar,Institutional,1996,12,176.7830754,728.6631763,68.08513666,87.12475406,6.958226548,5,0,12.50430809,20-05-2023,Low,194.759661,363,16493.7764
Banashankari,Industrial,2001,11,250,562.8690421,38.34724529,79.70834403,16.4223493,7,0,19.17141534,02-03-2024,High,181.7585901,120,7721.591367
BTM Layout,Residential,1973,6,50,381.1822201,23.89861959,77.81943772,19.8080342,5,1,5.76982114,13-10-2022,Medium,202.4776358,133,27258.49338
Yelahanka,Commercial,1979,12,100.8326499,570.2146899,49.10898313,75.48724116,23.85784848,1,0,5.037403322,23-11-2021,Low,123.2382394,380,9571.52134
Banashankari,Residential,2015,8,50,1486.687925,31.93347812,76.58414698,66.66696128,4,0,6.433550218,19-08-2023,Low,215.8697033,90,17758.9556
Jayanagar,Residential,1987,2,250,921.1109078,22.90742516,87.52861752,56.08882899,4,0,5.103782088,12-11-2021,High,159.8799802,16,15305.58651
Indiranagar,Institutional,1975,2,250,1500,36.11455921,91.59050741,18.16811371,9,0,12.98054041,25-01-2024,Medium,253.7630436,287,20902.14179
Hebbal,Industrial,1972,13,50,585.8725239,19.58335389,83.02804335,5.595595404,13,0,7.52871424,01-12-2022,High,115.5406091,284,15889.60505
Malleshwaram,Residential,1984,11,183.4097345,934.1736288,16.88835988,80.14014187,15.0445293,1,0,9.081514662,23-05-2024,High,236.7981902,391,11808.53537
Yelahanka,Residential,2003,4,250,997.7924597,26.59248401,82.78334905,100,4,0,6.932940011,18-06-2022,High,159.8955392,230,5710.119876
Banashankari,Residential,1996,1,50,895.7461307,29.4295413,81.52317072,50.57123357,15,0,6.517682938,29-02-2024,High,117.4290998,137,6099.483814
Whitefield,Institutional,2014,6,125.8804376,1212.790813,5.630257448,86.82252015,100,3,0,5.873702097,15-04-2024,High,125.8057083,295,13809.9019
Banashankari,Residential,1993,6,250,271.0655197,39.38769223,61.91269896,100,5,0,11.33401569,23-09-2022,High,133.9826346,227,21851.71405
Electronic City,Industrial,1999,11,50,718.1855969,13.82926264,64.59262541,57.31646752,5,0,9.86483839,26-08-2022,Medium,171.2082973,427,6639.254822
Malleshwaram,Institutional,2017,13,179.3115685,200,26.68225152,21.66437645,98.12139169,1,0,6.608381222,02-03-2022,Medium,176.1417744,27,24246.84396
Electronic City,Commercial,1975,5,52.93424471,485.3387375,38.74498145,57.38969838,17.12994878,7,1,6.378058723,07-04-2022,Medium,121.3149998,332,20434.6895
Electronic City,Commercial,2007,9,250,668.7806087,60.45357395,91.0958247,93.28195123,9,1,5.004146365,05-12-2023,Low,148.7822704,117,8256.411391
Yelahanka,Institutional,1976,9,250,1056.197431,11.10974921,87.53443578,25.43861109,9,0,5.221284217,01-05-2023,Medium,257.1135179,89,9574.104739
Whitefield,Industrial,2002,6,250,1500,22.00439365,47.67654874,100,3,0,8.845788797,15-07-2024,Medium,236.3771585,107,10077.8604
Indiranagar,Institutional,1978,12,96.42921078,917.9197243,24.27189862,87.72648547,6.995023594,10,0,7.724349505,16-06-2022,Low,171.8161835,221,16496.43574
Electronic City,Institutional,2010,2,250,1360.992826,36.98282988,67.10936899,100,3,0,7.094839318,19-04-2024,High,151.9001739,223,14718.91594
Malleshwaram,Institutional,2022,1,250,705.7584889,45.10606243,92.96238869,8.423233144,9,0,12.96410207,22-11-2022,High,156.0015663,122,14531.86107
Banashankari,Institutional,1995,3,57.65107823,1005.406225,33.94260176,84.93398113,100,4,0,7.632124587,30-08-2021,High,180.6758986,382,12476.84005
Jayanagar,Residential,1974,8,250,200,36.9986862,91.93344822,29.01596078,5,0,6.755897874,15-05-2024,Medium,98.86037174,354,15890.94636
Yelahanka,Commercial,2007,3,50,293.5547239,1.156241756,87.44911942,84.99632346,2,1,5.603687442,24-10-2022,High,137.1311731,33,19185.6654
Malleshwaram,Industrial,2006,12,136.051296,449.1867607,11.19268889,76.99609123,53.47672113,11,1,12.73359919,06-10-2023,High,66.57079631,91,14359.0088
BTM Layout,Residential,1973,12,50,639.5938166,20.19824665,85.7730488,36.49476688,1,0,8.313620247,08-10-2022,Medium,169.9611561,184,11686.62974
Koramangala,Commercial,1997,12,50,200,24.03894533,78.57954047,82.95062921,2,0,5.328677943,14-10-2021,Medium,182.359797,376,19960.53711
Banashankari,Institutional,2012,7,50,200,14.26409056,70.72728825,100,2,0,9.174978091,13-05-2023,Low,125.8406769,258,13893.25916
Whitefield,Commercial,1978,2,178.7516925,324.0892541,10.57145829,83.15345347,3.371641881,6,0,7.026203011,29-09-2023,Low,228.6993382,398,17759.84682
Electronic City,Commercial,1985,5,62.29890196,1500,29.30885724,62.82958088,100,4,1,12.43715106,26-04-2024,High,88.71171685,13,14500.5121
Jayanagar,Residential,1988,10,193.5204656,402.4900486,21.35542115,62.50554172,75.14052617,9,1,18.10392539,26-05-2022,Low,76.78125599,24,20425.20909
Electronic City,Residential,1986,4,50,657.8593026,24.1169969,83.54970067,100,6,0,8.577360558,07-02-2022,High,161.2225909,325,21166.21491
Whitefield,Industrial,1990,4,56.81405721,218.2775504,2.97646419,79.15205569,38.74442707,6,0,10.5028928,09-10-2021,Low,202.3549151,34,20991.5022
Malleshwaram,Institutional,2021,2,116.3135272,943.6107251,24.53527886,86.90736643,51.06893147,5,0,5.196081657,05-02-2024,Medium,234.1963846,247,12240.61974
BTM Layout,Institutional,1995,7,234.6146,329.4534279,4.605565534,75.2963071,100,3,1,8.150224882,11-05-2023,High,127.0557869,343,12189.41204
Koramangala,Institutional,2014,4,57.57444106,231.9226985,23.13602064,23.91940431,42.87068679,2,0,10.98866967,07-03-2022,High,203.9340417,19,19368.69409
Yelahanka,Commercial,2023,8,147.481363,726.8541893,20.16563173,96.22125941,61.19888214,13,0,7.57213108,23-12-2022,High,148.0745765,30,14677.11061
BTM Layout,Commercial,2017,13,250,200,16.88949643,96.13607996,1.632130257,5,0,8.499913608,23-05-2022,Medium,141.368635,49,14828.98704
Banashankari,Institutional,1990,4,143.5134764,200,7.7016283,74.17946248,13.81485902,8,0,16.46933675,09-10-2023,Low,194.1829969,427,11525.43611
Malleshwaram,Industrial,1990,12,50,247.2682369,52.57226367,87.64469388,82.10775998,5,1,5.763657042,11-11-2023,Medium,182.6161439,400,22047.13315
Koramangala,Commercial,1998,6,50,200,24.93053778,60.86596379,100,3,0,5.350723856,19-09-2022,High,71.18039215,180,20202.46319
HSR Layout,Industrial,1987,2,250,200,16.06966038,98.32993865,69.89700229,4,0,9.785872983,20-02-2024,Medium,223.8270175,370,14405.09404
BTM Layout,Commercial,1984,13,50,413.7906434,27.80058305,72.9445374,12.37433561,1,0,12.80541307,07-12-2021,Medium,219.0045677,372,11773.03453
Electronic City,Residential,1974,7,250,1500,8.117331287,95.39098425,47.16143473,2,1,13.84126692,29-04-2024,Low,118.7218649,488,11551.69141
Hebbal,Residential,1982,1,112.9145581,848.7457426,28.58566294,68.20850746,35.09215181,5,1,9.078681175,13-05-2022,Low,169.7901767,226,15666.19143
Banashankari,Institutional,1978,11,250,718.809101,10.15158923,82.39012987,54.76058401,12,1,13.16685001,17-02-2023,High,174.7015093,433,16933.84952
Yelahanka,Residential,2019,11,240.5058785,347.416257,2.720793756,82.34910944,100,4,0,9.949056473,15-02-2024,Medium,163.0336883,395,10687.8914
Banashankari,Commercial,2019,10,250,1500,7.89491396,91.78970924,100,3,1,5.309466302,14-05-2022,Low,122.4847423,78,8775.642243
Koramangala,Commercial,2007,2,64.78179253,505.8630266,49.23526944,98.29598019,7.018196241,7,0,11.13742167,15-10-2021,High,116.4188316,496,15398.27112
HSR Layout,Residential,1976,13,218.6287889,200,4.002220442,91.35838939,100,3,0,5.681093529,02-03-2022,High,148.7222965,431,19323.31384
Jayanagar,Residential,1979,8,77.10735039,959.8939762,7.915591995,87.36990544,51.05744727,2,0,5.941689503,14-11-2023,High,208.636451,207,15369.1629
BTM Layout,Residential,1976,8,98.05309564,200,2.504519513,96.64004683,100,4,0,6.821283543,05-11-2023,Low,177.1800077,35,13753.16081
Indiranagar,Institutional,1980,11,148.1299361,423.4607774,22.94141312,48.45887438,12.06948068,7,0,6.341704925,27-11-2021,Low,131.4692834,250,9349.99812
Jayanagar,Residential,1998,10,250,708.0820297,7.225645116,75.08073135,88.86763088,3,1,6.38105253,29-06-2023,Low,188.5849355,71,11830.06025
Banashankari,Commercial,1999,9,250,1500,2.547606373,95.01956236,21.56914444,6,0,5.637629898,12-11-2021,High,50,413,19392.0649
Banashankari,Residential,1990,3,219.3295666,680.3229247,55.52790895,60.2032557,46.15451294,3,0,6.229799277,21-05-2022,Low,207.438285,364,8733.959794
Whitefield,Institutional,1996,8,81.13262904,1211.530512,60.62248412,77.1915827,1.36053337,2,0,5.066414475,03-07-2023,Low,63.01431106,310,23863.61551
Koramangala,Institutional,1977,1,82.06043637,1500,40.50307663,72.34467998,13.15324761,7,0,7.379563573,30-08-2021,Low,131.8779529,470,15425.3557
Yelahanka,Commercial,2004,9,200.6726664,200,20.35729545,80.9167589,7.72796425,3,0,11.28820496,22-03-2023,Low,94.01650527,279,7068.324624
Hebbal,Commercial,1992,12,50,321.213383,9.250883863,82.3897325,21.92802302,2,0,14.3627349,30-03-2023,Medium,85.26592621,152,17516.18702
HSR Layout,Residential,2019,1,50,501.8263648,25.81843838,79.49433748,8.430449271,3,1,12.72505443,14-03-2024,Medium,208.0413394,227,17251.10817
Indiranagar,Commercial,1983,9,65.68789974,547.8841855,16.95314488,83.65141501,94.18907338,3,0,6.966740969,09-02-2023,High,126.6149399,243,12811.90988
Jayanagar,Industrial,1998,7,50.79136596,529.3648774,8.359801291,90.07045743,2.357592437,2,1,10.48011766,11-03-2022,High,167.3251941,10,19696.51692
BTM Layout,Commercial,1989,10,52.71220346,1500,13.90481609,50.4985695,76.93244666,1,1,6.19827502,15-10-2022,Low,147.6539711,317,11900.73686
Koramangala,Industrial,1999,8,50,1251.877616,35.83837562,80.69795454,12.13170302,4,0,5.192379559,06-02-2024,High,173.8520414,392,18159.93567
BTM Layout,Industrial,1986,9,50,936.2516676,32.66512065,58.56242772,100,4,0,9.559247914,21-12-2023,Medium,153.8410946,48,14826.09965
Malleshwaram,Commercial,1977,13,50,370.1549898,46.71799799,84.60781026,100,4,0,9.173602541,13-04-2022,Medium,85.85038879,112,13582.0642
Whitefield,Industrial,1975,3,250,1500,65.04893754,79.86355937,20.44333,2,0,12.14645041,24-03-2022,Low,199.813341,204,21714.97539
HSR Layout,Commercial,1980,12,83.73296203,1500,4.808582592,84.93204088,76.24079614,10,1,8.759298836,21-07-2022,Low,125.3121708,477,19917.72896
Whitefield,Commercial,2021,10,72.75580912,1500,25.1714292,81.63960942,2.27239578,6,1,5.585357552,25-08-2022,Medium,72.17090507,382,9462.696098
Banashankari,Institutional,2013,3,170.7498973,200,21.85953919,61.59312782,100,10,0,13.9548739,14-07-2023,Low,128.594242,157,16901.50901
Whitefield,Industrial,1989,12,50,1011.704685,50.12671054,86.67577185,59.21697447,2,1,8.895106039,21-10-2022,Low,225.0379895,343,24467.26161
Yelahanka,Industrial,2022,3,250,200,3.901858278,58.84628632,3.534807424,2,0,12.32230211,02-09-2022,High,192.5110871,26,21844.42293
Indiranagar,Residential,2015,2,231.5089173,297.8768232,16.41138185,79.226341,33.54484034,8,1,11.41972274,19-06-2024,Medium,132.5673933,421,10453.15164
Banashankari,Commercial,2014,7,50,200,11.00129318,93.91661718,6.397036896,13,0,6.251049106,22-11-2022,High,132.5371148,480,22979.89868
Jayanagar,Institutional,2008,11,81.08471611,925.8246681,40.36228443,87.44544655,39.93079672,7,1,5.261625133,27-08-2023,High,133.9182474,308,19650.18599
BTM Layout,Institutional,1972,10,250,1160.242765,58.84052738,80.63117956,88.67515551,1,0,5.668734494,22-08-2022,High,253.8373992,166,9757.137659
Jayanagar,Residential,1983,10,250,200,9.436253126,80.86208563,50.77364587,4,0,5.330204841,14-02-2022,High,169.0967726,249,16038.3739
